time,open,high,low,close,tick_volume,spread,real_volume
2022-03-08,37947.53,39371.58,37846.57,38518.9,98321,727,0
2022-03-09,38514.9,42582.77,38492.73,41902.1,74457,719,0
2022-03-10,41865.03,42125.39,38515.85,39287.93,83807,737,0
2022-03-11,39053.22,40253.94,38219.3,38823.85,77061,890,0
2022-03-12,38816.45,39291.92,38644.34,38913.6,23629,771,0
2022-03-13,39051.99,39299.06,38343.11,38664.56,37210,890,0
2022-03-14,38675.55,39300.09,37531.18,38696.42,69071,819,0
2022-03-15,38636.09,39901.25,38075.24,39387.56,69138,890,0
2022-03-16,39362.06,41681.93,38781.18,41236.62,87659,890,0
2022-03-17,41297.12,41486.41,40486.12,40702.08,56243,824,0
2022-03-18,40664.08,42336.57,40132.58,41878.01,56176,791,0
2022-03-19,41741.55,42019.93,41504.61,41752.76,21072,839,0
2022-03-20,42217.76,42367.77,40912.55,41307.33,40500,890,0
2022-03-21,41156.44,41548.04,40473.14,41178.98,57517,830,0
2022-03-22,41081.11,43347.36,40866.84,42606.72,56018,740,0
2022-03-23,42594.77,42899.13,41728.63,42345.09,55169,787,0
2022-03-24,42301.59,44239.8,42232.93,43898.22,57160,871,0
2022-03-25,43765.24,45130.96,43531.68,44567.71,61785,742,0
2022-03-26,44373.13,44588.26,44075.9,44272.19,23818,940,0
2022-03-27,44475.69,46568.05,44261.51,46074.7,35640,940,0
2022-03-28,45986.35,48227.18,45842.51,47946.63,60471,890,0
2022-03-29,48080.17,48148.92,46887.73,47446.2,55740,992,0
2022-03-30,47505.2,47715.65,46252.24,47262.29,54038,992,0
2022-03-31,47186.55,47619.67,45495.57,45750.84,61952,981,0
2022-04-01,45706.34,46724.27,44206.17,46133.42,68665,845,0
2022-04-02,46238.55,47200.64,46074.88,46739.31,37923,102,0
2022-04-03,46115.32,46776.5,45533.48,46368.5,41789,819,0
2022-04-04,46367.0,47442.32,45105.38,46300.17,72718,983,0
2022-04-05,46418.67,47194.6,45461.57,45697.2,58684,992,0
2022-04-06,45836.0,46052.83,43175.64,43875.2,81473,992,0
2022-04-07,43800.27,44017.8,42702.61,43555.89,71459,992,0
2022-04-08,43496.69,43981.04,42375.98,42801.99,77125,949,0
2022-04-09,42343.6,42638.21,42101.28,42472.02,30030,954,0
2022-04-10,42394.89,43431.99,42394.89,43113.99,37470,954,0
2022-04-11,43102.02,43193.79,39449.91,39833.34,90817,954,0
2022-04-12,39856.34,40697.14,39183.35,39510.32,78484,898,0
2022-04-13,39535.82,41547.39,39477.0,41233.78,69660,898,0
2022-04-14,41226.28,41501.27,39527.83,39873.06,82246,869,0
2022-04-15,39838.35,40827.83,39759.77,40381.49,42286,717,0
2022-04-16,40422.76,40701.01,40275.49,40440.88,20749,775,0
2022-04-17,40275.74,40676.27,39806.68,40260.71,38518,898,0
2022-04-18,40230.37,41001.76,38523.73,40652.82,63778,898,0
2022-04-19,40755.82,41754.42,40574.38,41279.68,54847,839,0
2022-04-20,41287.64,42203.4,40850.84,41432.95,52337,513,0
2022-04-21,41375.05,42990.8,40517.86,40604.68,66931,898,0
2022-04-22,40634.18,40837.95,39148.95,39576.04,69420,898,0
2022-04-23,39600.54,39970.0,39270.74,39785.62,33752,764,0
2022-04-24,39786.12,39943.55,38875.92,39504.7,44698,898,0
2022-04-25,39482.7,40360.05,38166.2,40127.46,80446,898,0
2022-04-26,40104.96,40800.93,37673.44,38083.9,76379,898,0
2022-04-27,38021.26,39462.95,37674.4,39087.3,70109,831,0
2022-04-28,39119.3,40372.34,38864.13,39898.5,74231,898,0
2022-04-29,39882.15,39986.02,38151.71,38566.77,76007,898,0
2022-04-30,38342.78,38789.33,38145.05,38298.71,40030,898,0
2022-05-01,38299.4,38687.97,37367.73,38193.34,47888,823,0
2022-05-02,38384.64,39156.26,38034.58,38314.41,99210,898,0
2022-05-03,38283.51,38906.38,37492.4,37608.22,68927,849,0
2022-05-04,37713.85,40024.53,37605.92,39783.59,82697,868,0
2022-05-05,39787.81,39878.63,35521.91,36380.32,75005,868,0
2022-05-06,36397.42,36647.36,35222.85,36079.83,104157,848,0
2022-05-07,35894.5,36112.39,35691.91,35743.02,43550,650,0
2022-05-08,35766.67,35784.02,33617.68,34223.24,80467,848,0
2022-05-09,34217.5,34450.73,30286.33,31040.88,118721,583,0
2022-05-10,30936.38,32633.18,29708.77,30927.58,129695,666,0
2022-05-11,30988.58,32138.0,28097.98,28194.47,147733,666,0
2022-05-12,28637.97,30063.9,25261.37,28550.97,166730,623,0
2022-05-13,28384.45,30977.99,27921.51,29741.01,126412,529,0
2022-05-14,29950.58,30069.86,28554.57,29348.16,62927,0,0
2022-05-15,29319.66,31071.71,29315.4,30966.9,67750,452,0
2022-05-16,31023.66,31386.99,29023.88,29878.63,89613,543,0
2022-05-17,29987.75,30739.43,29384.21,30072.01,79790,653,0
2022-05-18,30145.51,30678.73,28694.18,29190.51,88861,543,0
2022-05-19,29177.29,30505.68,28596.21,30199.73,85680,492,0
2022-05-20,30181.45,30724.89,28692.68,29125.43,86805,466,0
2022-05-21,29115.44,29615.27,28888.34,29376.31,52436,640,0
2022-05-22,29379.62,30283.95,29210.68,29895.78,49216,640,0
2022-05-23,29878.76,30638.69,29002.16,29280.43,82746,640,0
2022-05-24,29247.93,29594.68,28597.69,29419.65,78979,464,0
2022-05-25,29409.74,30186.84,29293.04,29754.24,76864,640,0
2022-05-26,29736.24,29848.06,27943.14,29443.76,79632,493,0
2022-05-27,29465.76,29658.3,28238.41,28752.01,86345,640,0
2022-05-28,28747.62,29212.8,28479.65,29001.88,36199,640,0
2022-05-29,29010.88,29439.77,28805.42,29125.48,50664,640,0
2022-05-30,29118.92,31382.98,29118.92,31249.26,56865,486,0
2022-05-31,31209.72,32372.02,31191.41,31766.63,71555,528,0
2022-06-01,31744.32,31952.62,29251.76,29666.19,76730,530,0
2022-06-02,29680.75,30374.91,29480.75,30230.45,69643,646,0
2022-06-03,30217.93,30673.01,29235.68,29655.03,69036,625,0
2022-06-04,29722.62,29936.45,29448.11,29729.53,48028,646,0
2022-06-05,29736.32,30115.31,29499.8,29922.14,56249,646,0
2022-06-06,29860.14,31735.05,29780.11,31442.5,74079,557,0
2022-06-07,31440.56,31562.35,29150.32,31318.57,87886,496,0
2022-06-08,31316.07,31506.23,29818.15,30177.95,89327,672,0
2022-06-09,30297.92,30678.4,29906.07,30136.9,70394,672,0
2022-06-10,30125.61,30345.4,28804.88,29181.15,76871,672,0
2022-06-11,29102.65,29414.51,28052.64,28364.75,66966,672,0
2022-06-12,28391.75,28649.06,26815.89,27367.63,82836,508,0
2022-06-13,27327.63,27493.65,22515.02,23217.88,164842,434,0
2022-06-14,23295.81,23307.81,20795.37,21969.54,153279,456,0
2022-06-15,22033.04,22340.19,20038.82,21633.36,146614,332,0
2022-06-16,21619.23,22952.6,20448.01,20639.58,149378,399,0
2022-06-17,20725.58,21326.96,20184.61,20591.7,132995,512,0
2022-06-18,20453.45,20746.95,17571.81,17745.99,125258,0,0
2022-06-19,17985.91,20678.58,17826.17,20566.51,125308,283,0
2022-06-20,20398.67,21027.48,19616.42,20412.76,137890,332,0
2022-06-21,20497.76,21693.08,20233.96,20827.33,111420,333,0
2022-06-22,20873.25,21010.87,19733.66,19870.37,113429,510,0
2022-06-23,19900.87,21088.36,19812.73,20775.35,107134,382,0
2022-06-24,20762.85,21430.7,20644.06,21234.38,106713,335,0
2022-06-25,21314.31,21605.09,20876.72,21203.96,93492,510,0
2022-06-26,21190.15,21835.77,21108.01,21400.46,80774,435,0
2022-06-27,21354.24,21508.46,20469.24,20900.96,96453,386,0
2022-06-28,20871.91,21176.74,20177.35,20227.2,92580,510,0
2022-06-29,20266.65,20432.16,19818.48,20171.54,101290,316,0
2022-06-30,20162.62,20327.96,18577.27,18711.62,108099,398,0
2022-07-01,18755.12,20855.63,18704.77,19391.54,118400,482,0
2022-07-02,19371.74,19450.82,18945.82,19231.85,81486,482,0
2022-07-03,19231.66,19621.3,18741.5,19418.1,81238,332,0
2022-07-04,19413.11,20078.85,19021.93,19708.52,103953,334,0
2022-07-05,19718.52,20692.21,19271.14,20463.72,120283,482,0
2022-07-06,20437.77,20465.77,19736.26,20391.52,116874,498,0
2022-07-07,20355.51,21816.0,20240.38,21599.52,108218,498,0
2022-07-08,21595.51,22480.51,21155.87,21853.37,132483,0,0
2022-07-09,21788.86,21953.87,21297.38,21679.13,116557,526,0
2022-07-10,21660.87,21732.37,20628.86,20953.87,120131,526,0
2022-07-11,21080.13,21166.12,20235.37,20381.87,128857,526,0
2022-07-12,20351.87,20408.32,19254.46,19434.98,135331,506,0
2022-07-13,19385.46,20073.96,18886.46,19652.47,138058,506,0
2022-07-14,19652.15,20880.23,19601.46,20667.97,142859,107,0
2022-07-15,20663.46,21187.98,20365.96,20931.97,111006,506,0
2022-07-16,20881.2,21571.96,20473.47,21162.73,101865,506,0
2022-07-17,21153.97,21673.73,20781.97,20924.43,93010,506,0
2022-07-18,20950.47,22753.46,20742.47,21512.67,134413,506,0
2022-07-19,21462.96,23701.37,21435.16,23307.37,147383,506,0
2022-07-20,23295.37,24277.21,22896.74,23294.24,140861,524,0
2022-07-21,23307.74,23785.74,22336.77,23155.25,129799,550,0
2022-07-22,23087.75,23758.24,22497.24,22554.0,121826,550,0
2022-07-23,22689.49,23004.75,21941.25,22315.26,101200,172,0
2022-07-24,22326.06,22904.74,22216.75,22749.5,104006,550,0
2022-07-25,22745.24,23015.24,21555.25,22163.73,95114,550,0
2022-07-26,22135.25,22166.24,20710.25,20964.01,105406,550,0
2022-07-27,21012.75,23108.74,20812.25,22777.25,89362,126,0
2022-07-28,22695.24,24209.74,22577.24,24025.75,104692,550,0
2022-07-29,24092.74,24438.25,23426.25,23934.75,108515,550,0
2022-07-30,23739.95,24664.62,23615.75,23985.74,95442,0,0
2022-07-31,23986.24,24185.25,23357.46,23805.76,101809,550,0
2022-08-01,23791.24,23822.01,22848.75,23046.54,103642,0,0
2022-08-02,23096.74,23457.0,22660.45,23028.27,100571,550,0
2022-08-03,23016.25,23636.74,22689.5,23335.25,103894,550,0
2022-08-04,23363.74,23364.74,22376.74,22501.25,116055,550,0
2022-08-05,22535.24,23457.97,22440.74,22963.95,95769,550,0
2022-08-06,23124.53,23359.22,22985.96,23172.22,75092,606,0
2022-08-07,23169.96,23282.31,22857.96,23256.47,64885,606,0
2022-08-08,23324.96,24246.72,23057.96,24091.57,113886,606,0
2022-08-09,24003.96,24021.46,22867.48,23143.95,101107,606,0
2022-08-10,23180.47,24187.22,22654.47,23884.96,103868,606,0
2022-08-11,23832.46,24912.83,23775.02,24234.85,112910,606,0
2022-08-12,24198.34,24323.84,23593.6,24198.34,99468,632,0
2022-08-13,24078.84,24892.09,24078.84,24503.34,102420,632,0
2022-08-14,24489.25,25032.33,24154.34,24330.83,98128,620,0
2022-08-15,24269.54,25200.59,23879.84,24078.1,119695,632,0
2022-08-16,24069.84,24248.85,23660.59,23991.83,135632,632,0
2022-08-17,23979.34,24442.83,23175.35,23421.35,127491,632,0
2022-08-18,23353.84,23593.31,23229.84,23424.21,111226,632,0
2022-08-19,23412.91,23424.83,21140.34,21272.84,165877,632,0
2022-08-20,21246.84,21364.6,20784.35,20839.82,121290,607,0
2022-08-21,20808.84,21785.61,20803.49,21518.56,109481,0,0
2022-08-22,21530.61,21705.86,20892.64,21095.14,102631,576,0
2022-08-23,21090.12,21681.58,20891.49,21483.11,93955,576,0
2022-08-24,21483.09,21896.98,21147.5,21698.59,78005,582,0
2022-08-25,21678.4,21809.83,21305.11,21639.6,69198,582,0
2022-08-26,21650.09,21877.07,20533.62,20649.14,86231,0,0
2022-08-27,20595.24,20705.6,19796.97,19984.58,75545,0,0
2022-08-28,19994.09,20157.59,19805.09,19989.68,52446,532,0
2022-08-29,19985.16,20420.32,19513.7,20175.95,71927,185,0
2022-08-30,20156.76,20574.18,19537.19,19962.89,74330,562,0
2022-08-31,19928.87,20488.7,19747.21,20212.21,89579,562,0
2022-09-01,20171.19,20289.69,19557.95,20074.71,113524,562,0
2022-09-02,20045.19,20438.68,19752.71,19910.19,101015,557,0
2022-09-03,19962.19,20053.71,19640.69,19736.2,64428,562,0
2022-09-04,19710.69,19946.68,19571.67,19904.13,65204,562,0
2022-09-05,19871.19,20059.2,19634.94,19749.2,43360,562,0
2022-09-06,19736.81,20181.2,18656.19,18953.19,124157,367,0
2022-09-07,19007.19,19449.04,18524.69,19398.05,53232,542,0
2022-09-08,19421.29,19464.42,19013.62,19378.05,95671,542,0
2022-09-09,19352.29,21436.65,19251.79,21261.42,105406,542,0
2022-09-10,21238.07,21677.4,21132.79,21414.06,118981,525,0
2022-09-11,21513.28,21864.29,21351.31,21639.3,123652,524,0
2022-09-12,21650.28,22490.04,21453.28,22408.3,96954,517,0
2022-09-13,22375.54,22796.55,20035.58,20235.07,151229,490,0
2022-09-14,20151.05,20523.55,19608.67,19949.68,112141,566,0
2022-09-15,19916.67,20394.17,19489.17,19833.66,132252,516,0
2022-09-16,19822.17,19894.67,19323.93,19737.67,104131,566,0
2022-09-17,19768.17,20178.18,19693.93,20072.66,75211,467,0
2022-09-18,20073.9,20142.18,19557.67,19712.99,86946,491,0
2022-09-19,19671.17,19697.17,18258.17,19514.92,120536,566,0
2022-09-20,19505.17,19683.43,18716.17,18963.19,109681,566,0
2022-09-21,18944.67,19910.29,18661.29,18891.55,113461,542,0
2022-09-22,18865.29,19493.55,18137.79,19245.55,148184,342,0
2022-09-23,19223.49,19509.39,18524.11,18886.3,193458,392,0
2022-09-24,18915.75,19400.55,18883.3,19141.05,154045,479,0
2022-09-25,19131.05,19179.79,18805.05,18913.8,131294,306,0
2022-09-26,18894.09,19311.54,18622.05,19118.29,173401,492,0
2022-09-27,19099.05,20375.79,18813.72,19049.54,204288,417,0
2022-09-28,18999.31,19654.27,18458.63,19566.29,186430,517,0
2022-09-29,19560.59,19770.27,18842.35,19491.8,183093,542,0
2022-09-30,19487.55,20178.79,19136.46,19402.54,144329,418,0
2022-10-01,19399.29,19484.79,19121.29,19248.29,84474,392,0
2022-10-02,19254.03,19394.04,19012.89,19234.3,86637,542,0
2022-10-03,19192.94,19649.55,18918.21,19592.05,163098,542,0
2022-10-04,19563.6,20455.44,19494.55,20356.05,169051,418,0
2022-10-05,20335.31,20404.8,19734.69,20018.1,150020,466,0
2022-10-06,19996.99,20446.3,19863.65,20041.55,178441,380,0
2022-10-07,20018.49,20063.29,19322.64,19530.05,139253,402,0
2022-10-08,19511.42,19622.78,19414.54,19450.55,73360,392,0
2022-10-09,19444.32,19557.04,19180.39,19486.54,86932,467,0
2022-10-10,19471.96,19529.05,19087.15,19237.79,152957,542,0
2022-10-11,19264.11,19268.11,18849.52,19016.29,145890,393,0
2022-10-12,19011.89,19198.8,18968.21,19160.29,119294,369,0
2022-10-13,19168.98,19506.49,18118.76,19384.04,92343,544,0
2022-10-14,19389.91,19945.57,19111.41,19173.79,115026,483,0
2022-10-15,19177.29,19228.79,19040.54,19104.29,62539,363,0
2022-10-16,19056.73,19420.38,18964.04,19333.54,73782,444,0
2022-10-17,19326.83,19676.29,19092.94,19527.04,120857,544,0
2022-10-18,19505.93,19702.79,19083.04,19369.79,121250,470,0
2022-10-19,19350.56,19373.04,19060.53,19199.29,114516,460,0
2022-10-20,19160.63,19339.79,18892.59,19023.79,121724,490,0
2022-10-21,18991.89,19250.29,18657.39,19169.03,105601,544,0
2022-10-22,19099.04,19261.29,19098.68,19218.28,46527,544,0
2022-10-23,19173.07,19521.78,19056.28,19493.04,50329,544,0
2022-10-24,19495.64,19694.07,19154.03,19373.53,110367,544,0
2022-10-25,19384.85,20417.04,19235.54,20195.82,108485,544,0
2022-10-26,20169.22,21020.07,19996.3,20756.94,130720,544,0
2022-10-27,20724.77,20910.19,20245.59,20409.69,116280,564,0
2022-10-28,20289.18,20755.19,19950.27,20646.81,115061,564,0
2022-10-29,20551.11,21073.43,20527.75,20855.68,100196,369,0
2022-10-30,20851.17,20936.93,20550.18,20691.93,80045,564,0
2022-10-31,20698.92,20833.68,20231.93,20406.68,116521,564,0
2022-11-01,20400.76,20686.93,20320.43,20477.18,96818,564,0
2022-11-02,20458.42,20806.93,20095.31,20177.68,99320,564,0
2022-11-03,20146.63,20387.18,20029.91,20236.68,98829,394,0
2022-11-04,20229.94,21300.86,20154.83,21119.18,96279,473,0
2022-11-05,21080.2,21474.93,21062.26,21354.18,103477,564,0
2022-11-06,21345.43,21365.28,21112.18,21123.18,82953,422,0
2022-11-07,21124.12,21182.43,20584.93,20665.73,102924,564,0
2022-11-08,20628.65,20674.48,16912.75,18665.94,158553,375,0
2022-11-09,18571.44,18691.94,15570.21,15719.1,164872,0,0
2022-11-10,15744.46,18120.11,15498.55,17763.62,140493,365,0
2022-11-11,17751.13,17833.54,16321.35,16792.85,123107,334,0
2022-11-12,16848.64,17076.16,16586.69,16789.15,101099,346,0
2022-11-13,16764.51,16923.15,16195.69,16374.67,75846,432,0
2022-11-14,16309.67,17154.52,15782.95,16380.78,109038,496,0
2022-11-15,16354.75,17095.73,16316.41,16874.03,192609,496,0
2022-11-16,16856.68,16982.57,16353.62,16533.28,172377,385,0
2022-11-17,16531.25,16743.32,16397.09,16677.72,142044,338,0
2022-11-18,16668.65,16977.35,16528.49,16637.02,105597,379,0
2022-11-19,16616.76,16704.28,16531.23,16659.78,74093,496,0
2022-11-20,16681.1,16798.59,16184.35,16243.67,116381,496,0
2022-11-21,16248.86,16329.84,15450.76,15594.27,140053,318,0
2022-11-22,15591.27,16290.03,15588.39,16133.02,201017,309,0
2022-11-23,16134.78,16680.03,16084.77,16472.98,190827,189,0
2022-11-24,16473.95,16789.97,16434.96,16539.77,102006,372,0
2022-11-25,16534.26,16616.78,16327.38,16498.27,81918,320,0
2022-11-26,16506.28,16683.28,16407.03,16505.77,72921,371,0
2022-11-27,16492.33,16585.52,16370.4,16568.27,64158,496,0
2022-11-28,16572.24,16584.52,15994.53,16190.27,94239,421,0
2022-11-29,16198.24,16536.28,16093.03,16451.27,94362,320,0
2022-11-30,16443.35,17146.53,16414.78,17099.77,122700,313,0
2022-12-01,17100.28,17288.87,16861.81,16931.77,94483,321,0
2022-12-02,16832.77,17101.77,16775.63,17010.7,78199,329,0
2022-12-03,17014.44,17144.79,16864.49,16947.02,69385,299,0
2022-12-04,16944.24,17150.28,16866.64,17114.58,79275,384,0
2022-12-05,17102.36,17423.61,16860.53,16970.54,113443,320,0
2022-12-06,16964.57,17098.28,16903.27,16995.52,86196,496,0
2022-12-07,16978.38,17135.03,16681.27,16830.52,99935,321,0
2022-12-08,16826.17,17301.03,16722.73,17183.53,88888,309,0
2022-12-09,17158.35,17342.78,17042.77,17110.52,72261,496,0
2022-12-10,17120.27,17225.27,17112.78,17126.27,28577,331,0
2022-12-11,17126.96,17258.78,17076.78,17113.02,39239,269,0
2022-12-12,17116.33,17217.28,16876.26,17169.77,61635,496,0
2022-12-13,17178.2,17961.97,17083.27,17769.13,103017,440,0
2022-12-14,17773.24,18377.41,17661.68,17825.43,114698,321,0
2022-12-15,17812.86,17870.16,17312.66,17384.21,104977,430,0
2022-12-16,17272.35,17534.66,16735.42,16819.2,111122,0,0
2022-12-17,16724.25,16777.4,16525.22,16714.55,131670,495,0
2022-12-18,16705.25,16803.6,16664.91,16753.45,100530,520,0
2022-12-19,16748.88,16845.03,16503.75,16581.46,98991,468,0
2022-12-20,16579.61,17055.75,16216.9,16881.99,108901,501,0
2022-12-21,16860.27,16925.74,16725.16,16786.41,129616,308,0
2022-12-22,16705.37,16865.45,16555.74,16789.01,123452,0,0
2022-12-23,16789.37,16929.01,16715.78,16810.24,87923,502,0
2022-12-24,16768.24,16858.24,16764.75,16826.24,27952,502,0
2022-12-25,16782.06,16852.25,16706.65,16824.5,41178,389,0
2022-12-26,16817.25,16918.0,16775.2,16829.32,46772,502,0
2022-12-27,16785.12,16969.5,16584.25,16686.91,95189,402,0
2022-12-28,16662.11,16772.0,16448.25,16516.28,74731,431,0
2022-12-29,16519.94,16650.74,16463.25,16589.49,88356,502,0
2022-12-30,16588.88,16655.7,16317.93,16583.78,78487,502,0
2022-12-31,16580.12,16629.25,16525.24,16536.58,59211,327,0
2023-01-01,16534.49,16618.99,16457.0,16598.49,51562,445,0
2023-01-02,16580.39,16787.25,16544.74,16757.25,45444,502,0
2023-01-03,16733.66,16769.24,16596.37,16658.24,68773,502,0
2023-01-04,16615.84,16986.87,16615.84,16816.05,108220,502,0
2023-01-05,16817.85,16875.28,16747.75,16840.83,78445,502,0
2023-01-06,16830.37,17030.5,16640.61,16921.72,81357,502,0
2023-01-07,16902.09,16986.27,16899.97,16935.74,22919,502,0
2023-01-08,16933.82,17017.75,16910.24,16954.74,46561,502,0
2023-01-09,16868.19,17399.87,16868.19,17174.22,90189,327,0
2023-01-10,17167.21,17493.33,17127.25,17473.99,83695,314,0
2023-01-11,17442.16,17585.64,17313.74,17559.77,98124,307,0
2023-01-12,17559.28,19123.86,17517.49,18817.67,148136,321,0
2023-01-13,18850.84,19868.93,18704.91,19803.55,105533,328,0
2023-01-14,19906.67,21378.07,19703.61,20896.56,161351,341,0
2023-01-15,20884.76,21076.31,20555.56,20911.05,120271,239,0
2023-01-16,20880.89,21454.52,20605.66,21128.56,111874,365,0
2023-01-17,21140.85,21623.74,20844.97,21322.35,105037,440,0
2023-01-18,21309.22,21651.25,20394.33,20770.58,107347,482,0
2023-01-19,20731.72,21189.08,20621.59,20948.34,101913,484,0
2023-01-20,20948.39,22446.72,20861.84,22330.58,110862,437,0
2023-01-21,22656.42,23367.85,22419.93,23191.09,143214,0,0
2023-01-22,23163.76,23189.84,22280.7,22594.84,131423,385,0
2023-01-23,22571.78,23174.97,22492.41,22993.97,100217,284,0
2023-01-24,22966.74,23166.72,22675.33,22883.69,91387,432,0
2023-01-25,22899.73,23706.9,22323.86,23594.96,107152,434,0
2023-01-26,23705.04,23814.58,22809.89,23070.97,107874,508,0
2023-01-27,23071.94,23500.74,22529.23,23088.97,96906,508,0
2023-01-28,22977.14,23195.22,22885.72,22999.72,74670,508,0
2023-01-29,22980.27,23964.95,22962.95,23794.22,115550,258,0
2023-01-30,23748.45,23882.72,22500.62,22735.86,111442,483,0
2023-01-31,22706.56,23215.85,22468.74,22936.86,98639,530,0
2023-02-01,22902.54,23797.61,22744.46,23673.85,95768,431,0
2023-02-02,23636.42,24250.59,23516.66,23571.73,108471,136,0
2023-02-03,23447.77,23716.6,23205.86,23360.6,100240,530,0
2023-02-04,23429.86,23585.86,23256.35,23414.35,44112,480,0
2023-02-05,23402.19,23451.6,22750.11,22904.6,57709,439,0
2023-02-06,22883.57,23147.61,22628.85,22908.86,80296,447,0
2023-02-07,22892.1,23345.66,22634.81,23211.86,94530,530,0
2023-02-08,23160.51,23446.11,22670.61,22955.6,90644,444,0
2023-02-09,22940.37,23013.61,21652.61,21838.68,104955,330,0
2023-02-10,21809.68,21954.32,21456.27,21572.04,92891,494,0
2023-02-11,21559.79,21839.86,21525.71,21820.55,58706,428,0
2023-02-12,21784.77,22076.42,21705.08,21738.29,62367,428,0
2023-02-13,21690.79,21899.03,21349.05,21625.55,107759,404,0
2023-02-14,21609.42,22328.65,21517.71,22252.3,109522,0,0
2023-02-15,22236.58,24322.08,22048.46,24176.55,99238,0,0
2023-02-16,24156.78,25239.84,24122.13,24520.69,119479,0,0
2023-02-17,24489.08,25029.37,23336.32,24629.94,129662,0,0
2023-02-18,24716.8,24873.24,24430.44,24619.19,79630,0,0
2023-02-19,24620.82,25168.35,24245.52,24544.04,100891,223,0
2023-02-20,24415.18,25095.43,23832.78,24767.69,172038,42,0
2023-02-21,24630.68,25257.37,24147.48,24178.23,124570,0,0
2023-02-22,24164.89,24479.69,23576.89,23806.69,199948,0,0
2023-02-23,23786.51,24600.69,23611.34,23876.94,182416,0,0
2023-02-24,23843.34,24129.83,22831.3,23101.69,162524,0,0
2023-02-25,23107.27,23216.44,22740.59,22937.94,106554,0,0
2023-02-26,22911.52,23686.09,22906.52,23554.44,128694,0,0
2023-02-27,23531.74,23894.44,23115.4,23381.69,162425,0,0
2023-02-28,23339.3,23593.18,23021.44,23151.69,148752,0,0
2023-03-01,23161.06,23994.69,23022.44,23540.94,151626,0,0
2023-03-02,23539.23,23795.93,23188.17,23419.69,151623,306,0
2023-03-03,23425.8,23550.64,21967.15,22253.34,105898,131,0
2023-03-04,22310.56,22407.43,22156.93,22214.18,53849,276,0
2023-03-05,22204.28,22652.19,22180.42,22484.19,69319,0,0
2023-03-06,22447.5,22599.73,22257.55,22403.47,77664,451,0
2023-03-07,22420.74,22550.22,21922.6,22047.98,97106,455,0
2023-03-08,22031.46,22278.23,21828.89,21999.47,121163,308,0
